run	exec	crash		total:	278
0	30	1
1	30	1
2	30	2
3	72	2
4	72	2
5	72	3
6	112	3
7	112	3
8	140	3
9	140	4
10	140	5
11	140	5
12	161	5
13	161	5
14	161	5
15	199	5
16	199	5
17	199	5
18	199	6
19	199	7
20	199	7
21	199	7
22	199	7
23	199	7
24	203	7
25	203	7
26	203	7
27	203	7
28	203	7
29	203	8
30	203	8
31	203	8
32	203	8
33	203	9
34	203	9
35	203	9
36	205	9
37	205	9
38	205	9
39	205	9
40	205	10
41	205	10
42	205	10
43	205	10
44	205	10
45	205	10
46	205	10
47	205	11
48	205	11
49	205	11
50	205	11
51	205	12
52	205	13
53	205	13
54	205	13
55	205	13
56	205	13
57	205	13
58	205	13
59	205	13
60	205	13
61	205	13
62	205	14
63	205	14
64	205	14
65	205	14
66	205	14
67	205	15
68	205	16
69	205	16
70	205	16
71	205	16
72	205	16
73	205	16
74	205	16
75	205	16
76	205	16
77	205	16
78	205	17
79	205	17
80	205	18
81	205	18
82	205	18
83	205	18
